date,title,location,salary,company_industry,education,prior_experience,bonus,stocks,total_comp,additional_benefits,tenure_length_period,tenure_length_period_units,survey_year
2021-12-11,"Data Scientist, soon to be ML Engineer","Philadelphia, PA, USA",80000.0,Health Tech startup,"BS Computational Data Science, Minor in Statistics",2.5 YoE - **$Internship:** ML Engineer at industrial analytics company,Desconhecido,lt; 0.4% amounting to $7000,"87,000Current position title is likely to change as I am a Data Scientist in name only and ML Engineer is the best description.Compensation will change as I have initiated a renegotiation as a result of excellent performance review, increasing responsibilities, and below market salary",False,1.0,years,2021
2021-12-11,Director of Data Science,"Minnesota, USA",185000.0,Health/Wellness,PhD,Desconhecido,Desconhecido,15% bonus   * $10k incentive   * Company RSUs,"200,000",False,1.0,years,2021
2021-12-11,Senior Data Scientist,"New York, NY, USA",,Desconhecido,BA Poli Sci,Desconhecido,Desconhecido,297k RSUs (publicly traded company) yearly,502k,False,1.0,years,2021
2021-12-11,Sr Data Analyst,"Ohio, USA",110.0,SAS~~ SaaS Startup,Bachelors in Mathematics,DA/BI/DS Entry to Managerial   * **$Internship** N/A   * **$Coop** N/A,es,Begins vesting after 1 year,110k,False,5.0,years,2021
2021-12-11,Incoming Data Analyst Developer,Desconhecido,75.0,Accounting / Tax Consulting,Finishing MSc (BS in unrelated field,Desconhecido,Desconhecido,"Bonuses depending on client&not sure, havent started yet",at least $75KEdit: correction,False,4.0,months,2021
2021-12-11,Data Analyst,"Florida, USA",,Desconhecido,BS/MS in Industrial Engineering,Desconhecido,"10,000","Bonus:** $10,000 in equity, eligible for annual bonus (~$10,000","135,000 - $145,000",False,2.0,unknown,2021
2021-12-11,Senior Data Scientist,"London, UK",,Desconhecido,BSc Mathematics,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,3.0,years,2021
2021-12-11,quantitative modeling / data science,"Pittsburgh, PA, USA",115.0,Finance / Banking,MS Applied Math,"Engineering in Steel and DS in Healthcare "" Internship: N/A",Desconhecido,Yes,125k,False,4.0,years,2021
2021-12-11,Data Scientist,Desconhecido,120.0,Big N,"STEM undergrad, analytics masters","1 year DS, 3 years DA* **$Internship:** None* **$Coop:** None",5k,min $30k but variable,160k,False,1.0,years,2021
2021-12-11,Analytics Engineering Manager,United States,150.0,SaaS,BS Economics; BA Intl Studies,4 years customer success,Desconhecido,15% bonus; ~$70k annual RSUs,240k,False,1.0,years,2021
2021-12-11,Senior MLE,"San Francisco, CA, USA",,Desconhecido,MS Statistics,Desconhecido,"100k equity per year, although",Desconhecido,Desconhecido,False,1.0,years,2021
2021-12-11,VP of Data Science,"Boston, MA, USA",200.0,"Marketing agency, \~500 people",PhD in STEM field. BA in Physics,"Postdoc related to PhD, then Insight Data Science",Desconhecido,Equity bonus equivalent to about 10% of salary yearly,260k,False,6.0,years,2021
2021-12-11,Desconhecido,"New York, NY, USA",7700.0,FAANG,Senior year in undergrad,Internship: 8 month DA co-op in semiconductor company,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Lead Data Scientist,"R. Inocêncio de Góes - Sapopemba, São Paulo - SP, 03978-100, Brazil",55.0,"Tech/O&amp;G/Mining/IoT/Other pre-IPO spinoff (we are an AI/MLE consultancy, most clients are in O&amp;G or Mining","BS Geological Engineering, MS Mechanical Engineering",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,1.5,years,2021
2021-12-11,Data Scientist,"San Francisco, CA, USA",187.0,"Startup, tech. (I figure out and invent paths forward for new potentially impossible tech, so it's a bit different than standard business DS/DA type work",None.  I got in before the DS title was used in silicon valley,11 years$Internship: No.$Coop:  No,"No, but they tend to do that here",Just annual bonus,200k,False,2.0,years,2021
2021-12-11,Data Scientist,"Montreal, QC, Canada",95.0,Oil and Gas,Bachelor in mechanical engineering (almost done Msc in software,None    $Internship: Not related to DS,Desconhecido,10,105k,False,4.0,years,2021
2021-12-11,"Staff SWE, ML","San Francisco, CA, USA",300.0,Tech,PhD,"5yrs PostDoc, 4yrs Industry",0,500k,800k,False,6.0,months,2021
2021-12-11,Solutions Architect,Desconhecido,160000.0,Consulting,"Masters in Business Intelligence, Undergrad in Economics with a concentration in Computer Science",3 years with telecommunications company,5k,Qtrly Bonus- 20% of my salary during that period ~$8k Qterly = $32k Annual,192k,False,6.0,months,2021
2021-12-11,Senior Data Scientist/Applied Scientist,"New York, NY, USA",175.0,E-commerce,"BS, MS in Math/Stats",Desconhecido,Desconhecido,"10% target bonus, 400k/4 years",292k,False,2.0,unknown,2021
2021-12-11,Data Analyst,"London, UK",50.0,FinTech,BSc Maths with Stats,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,DS Quant,"Washington, DC, USA",150.0,Finance,MS DS,Desconhecido,Desconhecido,Approx. 20% annual bonus   * 7% 401k matching   * Potential RSU with more experience,190k,False,1.5,years,2021
2021-12-11,"Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $88.5k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist","Midwestern United States, USA",,Desconhecido,"B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $100k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science","Academic researcher* Relocation/Signing Bonus: -* Stock and/or recurring bonuses: Private company, no bonuses* Total comp: $88.5k + full tuition assistanceYER coming up this week, will update.\*\*\*UPDATE AFTER YEAR END REVIEW\*\*\** Title: Senior Data Scientist* Tenure Length: 3 years* Location: Midwest but I WFH* Salary: $100k* Industry: Healthcare* Education: B.S. Physics, working on M.S. Computer Science* Prior Experience: Academic researcher",Desconhecido,"Private company, no bonuses",100k + full tuition assistance,False,3.0,years,2021
2021-12-11,Data Analyst,"Arlington County, Arlington, VA, USA",110000.0,Public/Federal Subcontractor,Bachelor's Science Quantitative Finance,"2 years in Finance, 3.5 years in Automotive, both similar positions in scope.    * **$Internship:** NA",Desconhecido,Desconhecido,Desconhecido,False,5.0,months,2021
2021-12-11,Product Analyst,"Seattle, WA, USA",125.0,FinTech Unicorn,M.Sc](https://M.Sc) (biomedical engineering,1½ YOE at another fintech unicorn as an analyst,es* Total comp: $200k (offer) however fluctuates with,"300k over 4 years, no bonuses",200k (offer) however fluctuates with stock value,False,2.0,months,2021
2021-12-11,Date Engineer,"Manchester, UK",,Desconhecido,Masters,3 years consultancy**$Internship**$Coop,0,0,44000,False,2.0,months,2021
2021-12-11,Data Analyst   (But technically doing Data Scientist task -&gt; from ETL + Productivity Dashboard + Applying ML models,Singapore,40320.0,Bank,"Bsc Finance &amp; Economy   (TLDR: Got interested in DS during last year of University, hence self-taught on coding+ML along the way. Fortunate enough that some of the modules that I took, like statistic/econometric assisted me in understanding ML concept smoothly",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,1.0,years,2021
2021-12-11,HPC Systems Engineer. I build the stuff your science runs on. I have been an infrastructure architect in past lives,"New York, NY, USA",186000.0,Healthcare AI Startup,College Dropout,About 10 years at fortune 50s prior,"7,500","15,000 options. 25% target bonus","247.5kMy work is adjacent to a lot of what you do, but I figured I add context on what the supporting cast gets paid",False,2.0,unknown,2021
2021-12-11,Data Science Research Assistant,Spain,15.0,University,Currently involved on a degree,Desconhecido,Desconhecido,Desconhecido,None LOL,False,2.0,months,2021
2021-12-11,Data Scientist,"Randstad, Netherlands",45.0,Government,BSc + MSc,Desconhecido,Desconhecido,Desconhecido,"55k (~$62k)Notable is that this is for 36 hours a week, I work 9 hour days so 4 days a week. Also pension fund/401k gets paid largely by company, but that is not included in this",False,1.5,years,2021
2021-12-11,Product DS,"Toronto, ON, Canada",113000.0,Fin tech,BA Sociology,Joined current employer through acquihire   * Data analyst at another tech company   * Moved into data from customer success/ops role,7500 CAD (10% of original base salary,"No annual bonuses   * \~ $128,000 USD in options ($163,000CAD), 4 yr vesting   * \~ $60,000 USD in RSUs ($76,000 CAD), 4 yr vesting   * Annual refreshers for RSUs (equity sharing","173,000 CAD",False,2.0,years,2021
2021-12-11,Sr. Director,Desconhecido,250.0,Tech (non-FAANGMULAPIKACHU,PhD in Engineering (non-CS,8 years   * $Internship   * $Coop,15K,100K,350K,False,1.0,years,2021
2021-12-11,Quantitative UX Researcher (L4,"New York, NY, USA",160.0,Google,B.S. Mathematics,Desconhecido,Desconhecido,"30k bonus, $110k RSUs","300k  Low to medium stress job, average 40 hours a week.Predominately use R and SQL in my role.Compensation for my role/level/location probably varies between $250k - $350k",False,5.0,years,2021
2021-12-11,Head of &lt;program related to data science&gt,"Upper Midwest, USA",150.0,500-employee SaaS company,master's in computer science,technical product manager at a startup- **Internship**: 1 FAANG internship,Desconhecido,"profit sharing $0-22,500. Probably $15-22.5k this year",170k,False,6.0,years,2021
2021-12-11,Data Analyst,"South Carolina, USA",70.0,Secured Loan Financing,BS Data Science,"N/A, first job after undergrad    $Internship: 3 years mobile app dev with engineering",Desconhecido,"Depends, \~$500",70K,False,1.0,years,2021
2021-12-11,Economist/Senior Data Scientist,Desconhecido,84000.0,American well-known (but not FAANG) tech firm,Desconhecido,Desconhecido,es: ~2k (?) stock - didnt push very hard on this cause taxes on,"s are a nightmare for Americans living abroad~£9k bonus, paid twice yearly","93k ($123,000",False,3.0,months,2021
2021-12-11,Senior Data Scientist,"Cambridge, UK",,Desconhecido,"PhD Physics, Mphys",Desconhecido,3,45k vesting schedule over 3 years,"76,800Edited for correction",False,2.0,years,2021
2021-12-11,Senior Data Scientist,"Houston, TX, USA",155000.0,Mid-size Tech Company,Master's in Applied Statistics,2+ years actuarial experience,Desconhecido,20% annual bonus,"200,000",False,4.0,years,2021
2021-12-11,Senior Data Scientist,"San Francisco Bay, California, USA",225.0,FAANG,Desconhecido,Desconhecido,Desconhecido,500K (over 4 years) + annual refreshers 130K (over 4 years)Bonus: 10,425K,False,13.0,years,2021
2021-12-11,Senior DS,"San Francisco Bay Area, CA, USA",160.0,FAANG,Bachelors,"DS related experience, 4 companies- **Internship**: 1 internship",Desconhecido,RSU/Bonus ~ 190k,350k,False,5.0,years,2021
2021-12-11,Jr. Data Scientist,"İstanbul, Türkiye",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,450 USD .d,ensation: 5950 USDHow you like that ? Dghdh,False,4.0,months,2021
2021-12-11,Data Scientist Consultant,Desconhecido,104000.0,Government Consulting,MS in Applied Math,Zilch,10k,15k + 12k (15k one time this year,"131,000",False,11.0,months,2021
2021-12-11,Senior Data Scientist,"New England, USA",160.0,SAAS,"BS. Mech Engineering, MS. Computer Science","3 years as mech eng in medical devices, 2 years as DS at another company* **$Internship** 3 internships as a mech eng in undergrad* **$Coop",Desconhecido,10% a year bonus,176k,False,3.0,months,2021
2021-12-11,Data Scientist 2,"Colorado, USA",145000.0,Large corporation in Tech,B.S,4 years in data science at mid-size consultancy    * **$Internship:** 3 Summer Internship at former consultancy,Desconhecido,"RSUs vesting over 4 years (current value 180,000","250,000",False,2.0,months,2021
2021-12-11,Data Scientist,"Detroit, MI, USA",65000.0,Transportation Planning (regional governmental agency,BA (International Studies) + MS (Business Analytics,"None, straight from bachelors to masters to employment",none,try telling the American taxpayer that their hard earned cash needs to go toward the bonuses of bureaucrats,"65,000My advice: when building a portfolio of projects, make sure it looks more like that of an investigative journalist rather than someone who knows how to tell a computer how to run XGboost for a Kaggle competition. Also reproducibility &gt; model performance. I feel like the more you demonstrate how good you can clean, wrangle and visualize data, the more likely it is you will get an interview. Being able to research and communicate is crucial. And please have a passion that isnt directly derived from data, data science, or even worse machine learning/AI. I know that I can make double my salary working for a celebrated big tech firm, but I couldnt be happier with where I work right now because I get to solve problems that matter to ME. Ever since I was a child I can remember being obsessed with trains and looking at highway maps and seeing why we built infrastructure where. And through that passion I learned how data science can play a role in an industry that aligns with or is adjacent to it",False,8.0,months,2021
2021-12-11,Quantitative Researcher,"Chicago, IL, USA",250.0,Finance,"STEM PHD, top 5 university",Several other similar quant finance jobs,500k signing,highly variable from year to year.  Pay is a mix of cash and deferred comp of various sorts (like profit sharing,"X,000,000,  where  3 &lt;= X &lt; 10",False,10.0,years,2021
2021-12-11,Lead Data Scientist,"Boston, MA, USA",143500.0,Higher Ed,MS- Computer Information Sciences,Desconhecido,Desconhecido,Yearly 2.5% + performance based,"143,500",False,2.0,years,2021
2021-12-11,Data Scientist,"Ohio, USA",110000.0,Technology,MS Comp. Sci,"1 Year DS (Automotive), 2 Years DS/Analyst Blend (Finance)   * $Internship: 2 Summers + Part Time during Undergrad, Finance &amp; Insurance",lt;500 shares in non-IPO'd company,"and/or other bonuses: \~$2,500/annually, insurance premium covered (valued at \~2500 compared to prior employers' programs","115,000",False,2.0,months,2021
2021-12-11,Manager Data Science,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Been a few years now - but I think it was 10k/5k (so 15k total,"Bonus:** \~$30k RSUs, \~$30k bonus","230,000Overall, I'm happy with my salary/role - company is good at giving sizeable pay increases year over year (would expect to land somewhere in the 170k range after paybumps come early in the new year). Just had a kid, so not necessarily looking at jumping into a whole new venture. But now that so many roles have gone remote, I feel like I could easily increase my salary by jumping ship - which I will likely do later this year if I dont get the Director level promotion I'm looking for",False,3.0,years,2021
2021-12-11,Senior Data Scientist,"Marin County, CA, USA",165.0,Health tech,Desconhecido,Desconhecido,35K or so stock,had a tough year,"220K-ish  Not as high as those amazing faangers, but I have a damned pleasant time at work, and work on a lot of interesting medical questions, both of which mean a lot to me",False,3.0,years,2021
2021-12-11,"Director, Analytic Strategy",United States,180.0,"F500, non tech",BS in Economics,"9 years various DS/analytic roles, 5 years previous management exp",15k sign on,15% STI &amp; 8% Equity target (annual,220k,False,6.0,months,2021
2021-12-11,Data Scientist,"Paris, France",50000.0,Aerospace,"Mech. Engg, International Business masters, HarvardX Data Science Micromasters",Financial Controller (4 yr)  $Internship: Data Analyst (1 yr,NA. I'm threatening to quit if they don't give me at least 50K,4000 EUR,54000 EUR or 61000 USD,False,4.0,months,2021
2021-12-11,Data Scientist (first DS hire at company,"San Francisco, CA, USA",,Desconhecido,Desconhecido,Desconhecido,"20,000","Options that were worth \~$750,000 at time of IPO   * 15% yearly bonus, 20% for high performance* **Total comp:** $204,700/yr","204,700/yr, total netted during 2 year tenure: $1,159,400",False,2.0,years,2021
2021-12-11,Senior Consultant/data scientist,"1220 12th St SE, Washington, DC 20003, USA",120000.0,Large consulting firm,Undergraduate business degree,Desconhecido,"7,000",10k-20k,"140,000",False,2.0,unknown,2021
2021-12-11,Senior Machine Learning Engineer,Canada,175000.0,tech startup,MSc Stats,Desconhecido,70k/$0,options per year,"190,000-$260,000",False,2.0,months,2021
2021-12-11,Principal Data Scientist,"Arkansas, USA",190.0,Consulting/SaaS,PhD,Desconhecido,Desconhecido,Private Equity currently worth about $30k/yrBonus: \~$20k/yr,240k,False,3.5,years,2021
2021-12-11,Data Scientist,United States,125.0,Healthcare,Bachelors,Desconhecido,Desconhecido,"10% bonus, 170k RSUs",180k (125 base * 1.1 + 42.5k annual vesting,False,6.0,months,2021
2021-12-11,Senior Applied Scientist,"San Francisco, CA, USA",185.0,Major public tech company,BS/MS/PhD in chemical engineering,Desconhecido,Desconhecido,35k target bonus; \~$160k in RSU per year,380k,False,5.0,years,2021
2021-12-11,Senior Data Scientist,Desconhecido,130.0,Crypto,"BS Mathematics, BSM Finance","2 years professional at my old company (Associate Data Scientist + Senior Associate Data Scientist). Prior to professional career: Summer DS bootcamp, software engineering bootcamp, DS internship","None**Stock**: At first valuation of company, $94k**Total comp**: ~$250k (good equity granted on signing, will probably accumulate less","At first valuation of company, $94k","250k (good equity granted on signing, will probably accumulate less stock per year than in signing year. So next year might be less, assuming growth isn't crazy",False,0.5,years,2021
2021-12-11,Data Science Manager,Desconhecido,,Desconhecido,"BA Econ, MS Analytics",Desconhecido,Desconhecido,Desconhecido,"160,000",False,6.0,years,2021
2021-12-11,Data Scientist Product Analytics,"Chicago, IL, USA",120.0,tech,"BA in Communication, almost done with an MS Data Science","10+ years in marketing, 3 years in marketing analytics",15k,22k RSUs,142k,False,2.5,years,2021
2021-12-11,Senior Data Scientist,"Minneapolis, MN, USA",185.0,tech,Masters,Internship: 1 internship$Coop NA,40k,30k first year then 70k +-/year,255k,False,4.0,years,2021
2021-12-11,Data Scientist,Desconhecido,92.0,Desconhecido,Undergrad in math/CS,"6 month in a big company, 6 months in a startup  $Internship 4 months at a bank  &amp;#x200B;Location: Montreal  $Remote: 4 days a week remote  Salary: 92K  Company/Industry: Bank  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 10-14K bonus  Total comp: 120K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 95K  Company/Industry: Startup  Relocation/Signing Bonus: No  Stock and/or recurring bonuses: 0.01% stock options  Total comp: 95K CAD&amp;#x200B;Location: Montreal  $Remote: 3 days a week remote  Salary: 92K  Company/Industry: Insurance  Relocation/Signing Bonus: 4k signing bonus  Stock and/or recurring bonuses: 10-20% bonus  Total comp: 121K CAD&amp;#x200B;Location: Montreal  $Remote: 100% remote  Salary: 75K-80k (stopped the process)  Company/Industry: Ai consulting",0,0,75k CAD,False,2.0,months,2021
2021-12-11,Director of Data Science,"New York, NY, USA",220000.0,Energy,Masters Econ,4 years at other companies prior to current role,Desconhecido,10k per year roughly,"230,000",False,4.0,years,2021
2021-12-11,Data Analyst (Oracle application configuration and profitability analyst,"Richmond, VA, USA",66800.0,Large Bank (top 10 in US measured by assets,BBA in Computer Information Systems and I will complete an MS in Data Analytics Engineering in Fall of 2023,Joined the company straight after undergrad,none,100% match on 401k investments up to 6% of salary,70kMy company is going through a huge merger with no life balance and I'm feeling very undervalued. RIFs are inevitable within the next few years. Last year I got a huge award at my company and a significant increase in salary (more than 5k).Any advice on where to take my career after I finish grad school? What title or salary should I aim for? I'm proficient in SQL and I'm learning Python and R in school,False,3.5,years,2021
2021-12-11,Senior Data Analyst,Desconhecido,97000.0,Wind Turbine Manufacturer,BS Aerospace EngineeringMS Technology Management. Self taught in all DS things,Desconhecido,Desconhecido,Desconhecido,"106,000Edit: Iowa. USA",False,3.0,years,2021
2021-12-11,Data science manager,Desconhecido,190.0,ad tech,"PhD, computer science",5 years as a data scientist,Desconhecido,"profit sharing, ~$20k annually",210k,False,2.0,years,2021
2021-12-11,Quantitative Analyst,"Midwest City, OK, USA",,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,80-85k,False,6.0,months,2021
2021-12-11,Senior Predictive Analyst,United States,93000.0,Financial Consulting,BS Applied Mathematics; Minior in Applied Statistics,Desconhecido,Desconhecido,Desconhecido,"93,000",False,5.0,years,2021
2021-12-11,Senior Data Scientist,Desconhecido,115000.0,financial services,Desconhecido,Desconhecido,no,16% annual bonus (depending on performance,"130,000",False,3.0,years,2021
2021-12-11,Data Scientist,"Washington, DC, USA",88000.0,National Security (government,"M.S. in Data Science, B.S. Political Science","Came straight out of grad school, did 2 internships with federal agencies and worked part time as a researcher throughout school",none,none,88k but I do make and additional 7k helping teach classes at a college nearby,True,1.5,years,2021
2021-12-11,Research Associate,Desconhecido,63.0,Marketing Insights and Analytics,"Master of Spatial Analysis, HBA in City Studies, Applied Stats and GIS",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,4.0,months,2021
2021-12-11,Analytics Manager,"Atlanta, GA, USA",132.0,"Big box retail, ecommerce division","BA Communications, BS Psychology","2 years auto industry sales   analyst, 4 years digital/product analytics (senior analyst/lead analyst)	`""	`$Internship: 7 internships, but all digital marketing",Desconhecido,options (4 year monthly vesting) worth 10% or more base salary,160k,False,1.0,years,2021
2021-12-11,Data Scientist - NLP,Desconhecido,120000.0,Healthcare Consulting,MS,6 years as data analyst,Desconhecido,does ESPP count? 10% merit bonus,"140,000",False,2.0,unknown,2021
2021-12-11,Senior Data Scientist,Desconhecido,160000.0,Games,PhD,7 years industry    - $Internship: None    - $Coop: None,"20,000 cash","60,000 / 3 year vest + $24,000 annual bonus","220,000",False,6.0,months,2021
2021-12-11,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,none,none,"120,000 PKR/month",False,2.0,unknown,2021
2021-12-11,Data Analyst,"Washington, DC, USA",96000.0,Financial Technology,B.S. Economics,"No Full Time Experience (New Grad)   * 2 summer data science internships, 1 SWE internship   * 1 year-long data science co-op",1.5K relocation + $9K Signing,Up to $7K performance bonus,106.5k - $113.5k,False,2.0,unknown,2021
2021-12-11,Data Scientist,Austria,42000.0,Consulting basically,Bsc. in comp sci,Internship 6 month internship,lol,nope,"42,000¬ a year (before tax), ~30,000¬ (after tax",False,3.0,years,2021
2021-12-11,Data Scientist,"Fort Collins, CO, USA",11.0,Federal government,"M.S. applied stats, B.S. math",6 years as statistician at environmental consulting firm$Internship: Just in undergrad. Only relevant one to me now is R programmer at a non-profit,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Data Analyst,"Los Angeles, CA, USA",68500.0,Healthcare,B.S. in Statistics,Prior College Coursework experience (No Internship) Unrelated College Jobs  $Internship - NA  $Coop - NA,Desconhecido,Desconhecido,68.5K,False,1.5,years,2021
2021-12-11,Founder/Programmer,"Oregon, USA",10.0,Software,Msc in computational linguistics,Desconhecido,Desconhecido,8M shares. bootstrapped,10K,False,5.0,years,2021
2021-12-11,Data Scientist,"Silicon Valley, CA, USA",170000.0,Mid-sized startup,"MS in Statistics (2018), BS in Statistics/Economics (2017",2 YOE post MS)   * Employed as a DS for 1 year at a different company (2020)   * Employed as a DA for 1 year (2019)   * Worked as a part time DA in grad school (2017-2018)   * No internships / co-op,this year for performance reasons   * 10% of salary ($17K)   * $22K,Desconhecido,"224,000",False,1.0,years,2021
2021-12-11,Data Analytics &amp; Reporting Lead,"Dallas, TX, USA",110000.0,"Healthcare, F50","MS Data Analytics, MS Healthcare Analytics, Doctoral Student - Graduation 2023",Desconhecido,Desconhecido,Desconhecido,"140,000",False,2.0,months,2021
2021-12-11,Junior Data Scientist,"Glasgow, UK",27000.0,FinTech Startup,"MEng Mechanical Engineering, MSc Machine Learning",Desconhecido,Desconhecido,Desconhecido,"27,000",False,2.0,months,2021
2021-12-11,head of DS and ml engineering,Desconhecido,240.0,finance,MSc DS,"10 years from ds, sr ds, manager ds, sr mgr ds, director ds   * **$Internship**   * **$Coop",na,Desconhecido,300-400k,False,1.0,years,2021
2021-12-11,Data Scientist,"Bengaluru, Karnataka, India",21.0,Brewery,B Tech Mechanical Engineering,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,3.0,years,2021
2021-12-11,Senor Data Analyst,"Bentonville, AR, USA",110.0,Mid Size Real Estate Company,Bachelors in Analytics Studying Masters in Analytics,2-3 years in analytics / reporting positions (ex fortune 10 data analyst,Desconhecido,15% cash bonus    Total comp: 121k,Desconhecido,False,2.0,unknown,2021
2021-12-11,Senior Data Scientist,"Atlanta, GA, USA",120.0,Retail/Marketing,"STEM undergrad, MS Business Analytics","2 years Senior Analyst, 2 years DS, 1 year SDS* **$Internship:** None* **$Coop:** None",es:** ~20K,"s, ~20K bonus",140K,False,5.0,years,2021
2021-12-11,Senior Data Scientist,"New York, NY, USA",114000.0,Healthcare,PhD Bioinformatics,1st Job * **Internship:** N/A,5000,Desconhecido,"114,000",False,3.0,years,2021
2021-12-11,Senior Analytics Analyst,United States,95.0,Financial Services &amp; Banking,BS in Applied Math &amp; BBA Economics,Data Analyst/Sr. Data Analyst in Insurance (3.5 years) and Healthcare (2 years)   **Internship/Coop:** Risk Analytics co-op while in college (1 yr included in above experience,es:** ESPP (company,"15% discount, optional), ~$15K company and performance based bonus","110K**Additional Comp:** $5,250 education reimbursement per year for a non-DS quant Masters that I am currently pursuing part-time. It will put me in a position for a DS role once I graduate. I am self-learning more coding/GitHub/Jupyter Notebooks and building a project portfolio",True,2.5,years,2021
2021-12-11,"Director, Data Science",Desconhecido,147000.0,Digital healthcare,"BS, Biology; MS, Wildlife and Fisheries Sciences","9 years in research, statistics, biostatistics, and financial/management consultation",0,0,154K with shitty 401K matching,False,4.0,years,2021
2021-12-11,"Data Scientist, Product",Desconhecido,132000.0,FANNG,"B.A., M.A","4 YOE - DS, 3 YOE - Related$Internship$Coop","es: $65,000 granted","year, Target bonus $19,000/Year","216,000Posted from throwaway account",False,2.0,unknown,2021
2021-12-11,MLOps Engineer,"Berlin, Germany",70.0,Steel Industry,"Almost MSc(Big Data), \[BA Economics",Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Desconhecido,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Data Scientist,"Seattle, WA, USA",203.0,FAANG/Tech,Masters Economics,"5 years (3 at very large public retailers, 1 at tech-unicorn now public, 1.5 at a e-commerce startup). Interned at the retail company for 2 semesters of masters before being hired full time","Equity on 4 year equal vesting starting immediately.- Total Comp: Current stock price ~$350k, 6 month a ago","and Bonus: $400k initial sign on equity grant, ~$100k RSU grants per year, 15% annual bonus. Equity on 4 year equal vesting starting immediately","Current stock price ~$350k, 6 month a ago stock price ~$450k",False,2.5,years,2021
2021-12-11,analytics solutions architecture lead,Desconhecido,135.0,agency,bachelors - non computer science,10 years as analyst    * **$Internship** na   * **$Coop** na,na,have had a few spot bonuses,145k,False,3.0,years,2021
2021-12-11,Data Analyst and Project Manager,"Twin Cities, MN, USA",80.0,Small education nonprofit (&lt;20 employees,BS in ME from Ivy,Desconhecido,Desconhecido,Desconhecido,"total, .5 with current company * **Location:** Twin Cities* **Salary:** $80k* **Company/Industry:** Small education nonprofit (&lt;20 employees)* **Education:** BS in ME from Ivy* **Prior Experience:** 2.5 years in marketing data science/analytics",False,3.0,years,2021
2021-12-11,Business Intelligence Analyst II,"Seattle, WA, USA",88.0,Transportation/Supply Chain,B.S. Business/Supply Chain. M.S. Data Analytics,Operations Support   * **$Internship**   * **$Coop,Desconhecido,Annual bonus ~8k,96k,False,5.0,years,2021
2021-12-11,Data Analyst/Data Engineer,Desconhecido,,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,False,2.0,unknown,2021
2021-12-11,Data Scientist,Desconhecido,130000.0,Data science consulting agency,"Bachelor's, Applied Mathematics","1y Associate DS, 1.5y DS at an insurance company",Desconhecido,"10% annual bonus* **Benefits**: $2,000 annual allowance for career/professional development, $50/month for technology usage expenses, unlimited PTO","132,600",False,6.0,months,2021
2021-12-11,Associate Data Scientist,"Chicago, IL, USA",96000.0,"Large corporation in tech, not FAANG",MS Data Science,Almost a year as a Data Analyst for an internship,"10,000 signing",Desconhecido,"106,000",False,1.0,years,2021
2021-12-11,Product Owner / will transition into Associate Data Scientist within a year,"New Jersey, USA",100.0,Big Pharma,Finish my MS in Data Science July 2022,4yrs split between Finance and Real Estate Analytics,0,0,100k,False,1.0,years,2021
2021-12-11,Machine Learning Engineer,"Atlanta, GA, USA",80.0,Cybersecurity,Desconhecido,Desconhecido,Desconhecido,Bonuses: up for negotiation after probationary period,80k,False,2.0,months,2021
2021-12-11,Data Specialist,Desconhecido,86.0,BioManufacturing,"B.S. Bioengineering, half way done online Masters of Analytics",Desconhecido,Desconhecido,5% bonus 5% profit sharing,100kLearning what I can working with data flows in medium sized company and manufacturing while I finish my degree,False,1.0,years,2021
